ID,Fecha,Cuenta,NoCuenta,Debe,Haber,Entidad,Compras,Ventas,NoGrupo
37,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,37.0,Abigail Shaffer,0.0,37.0,700
38,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,78.0,Abigail Shaffer,0.0,78.0,700
39,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,25.0,Abigail Shaffer,0.0,25.0,700
40,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,23.0,Abigail Shaffer,0.0,23.0,700
41,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,75.0,Abigail Shaffer,0.0,75.0,700
42,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,20.0,Abigail Shaffer,0.0,20.0,700
43,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,34.0,Abigail Shaffer,0.0,34.0,700
44,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,20.0,Abigail Shaffer,0.0,20.0,700
45,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,28.0,Abigail Shaffer,0.0,28.0,700
46,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,25.0,Abigail Shaffer,0.0,25.0,700
47,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,22.0,Abigail Shaffer,0.0,22.0,700
48,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,28.0,Abigail Shaffer,0.0,28.0,700
49,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,30.0,Abigail Shaffer,0.0,30.0,700
50,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,27.0,Abigail Shaffer,0.0,27.0,700
51,01/10/2017,Cash,570,0.0,16.36,Gina Moore,0.0,0.0,500
52,01/10/2017,Acreedores por prestaciones de servicios en España (euros),410,16.36,0.0,Gina Moore,0.0,0.0,400
53,01/10/2017,Cash,570,0.0,7.27,Gina Moore,0.0,0.0,500
54,01/10/2017,Acreedores por prestaciones de servicios en España (euros),410,7.27,0.0,Gina Moore,0.0,0.0,400
55,01/10/2017,Acreedores por prestaciones de servicios en España (euros),410,0.0,7.27,Gina Moore,0.0,0.0,400
56,01/10/2017,Hacienda Pública. IVA soportado,472,1.26,0.0,Gina Moore,0.0,0.0,400
57,01/10/2017,Reservas voluntarias,113,6.01,0.0,Gina Moore,0.0,0.0,100
58,01/10/2017,Acreedores por prestaciones de servicios en España (euros),410,0.0,16.36,Gina Moore,0.0,0.0,400
59,01/10/2017,Hacienda Pública. IVA soportado,472,2.84,0.0,Gina Moore,0.0,0.0,400
60,01/10/2017,Reservas voluntarias,113,13.52,0.0,Gina Moore,0.0,0.0,100
61,01/10/2017,Clientes (euros),430,3564.270000000001,0.0,Gabrielle Davis,0.0,0.0,400
62,01/10/2017,Hacienda Pública. IVA repercutido,477,0.0,618.59,Gabrielle Davis,0.0,0.0,400
63,01/10/2017,Prestaciones de servicios en España,705,0.0,29.28,Gabrielle Davis,0.0,29.28,700
64,01/10/2017,Prestaciones de servicios en España,705,0.0,90.12,Gabrielle Davis,0.0,90.12,700
65,01/10/2017,Prestaciones de servicios en España,705,0.0,20.0,Gabrielle Davis,0.0,20.0,700
66,01/10/2017,Prestaciones de servicios en España,705,0.0,51.24,Gabrielle Davis,0.0,51.24,700
67,01/10/2017,Prestaciones de servicios en España,705,0.0,79.32000000000001,Gabrielle Davis,0.0,79.32000000000001,700
68,01/10/2017,Prestaciones de servicios en España,705,0.0,49.56,Gabrielle Davis,0.0,49.56,700
69,01/10/2017,Prestaciones de servicios en España,705,0.0,229.74,Gabrielle Davis,0.0,229.74,700
70,01/10/2017,Prestaciones de servicios en España,705,0.0,81.78,Gabrielle Davis,0.0,81.78,700
71,01/10/2017,Prestaciones de servicios en España,705,0.0,38.1,Gabrielle Davis,0.0,38.1,700
72,01/10/2017,Prestaciones de servicios en España,705,0.0,20.0,Gabrielle Davis,0.0,20.0,700
73,01/10/2017,Prestaciones de servicios en España,705,0.0,31.56,Gabrielle Davis,0.0,31.56,700
74,01/10/2017,Prestaciones de servicios en España,705,0.0,30.9,Gabrielle Davis,0.0,30.9,700
75,01/10/2017,Prestaciones de servicios en España,705,0.0,33.84,Gabrielle Davis,0.0,33.84,700
76,01/10/2017,Prestaciones de servicios en España,705,0.0,91.5,Gabrielle Davis,0.0,91.5,700
77,01/10/2017,Prestaciones de servicios en España,705,0.0,35.52,Gabrielle Davis,0.0,35.52,700
78,01/10/2017,Prestaciones de servicios en España,705,0.0,60.36,Gabrielle Davis,0.0,60.36,700
79,01/10/2017,Prestaciones de servicios en España,705,0.0,20.0,Gabrielle Davis,0.0,20.0,700
80,01/10/2017,Prestaciones de servicios en España,705,0.0,1096.86,Gabrielle Davis,0.0,1096.86,700
81,01/10/2017,Prestaciones de servicios en España,705,0.0,136.98,Gabrielle Davis,0.0,136.98,700
82,01/10/2017,Prestaciones de servicios en España,705,0.0,28.08,Gabrielle Davis,0.0,28.08,700
83,01/10/2017,Prestaciones de servicios en España,705,0.0,26.76,Gabrielle Davis,0.0,26.76,700
84,01/10/2017,Prestaciones de servicios en España,705,0.0,78.36,Gabrielle Davis,0.0,78.36,700
85,01/10/2017,Prestaciones de servicios en España,705,0.0,20.0,Gabrielle Davis,0.0,20.0,700
86,01/10/2017,Prestaciones de servicios en España,705,0.0,41.46,Gabrielle Davis,0.0,41.46,700
87,01/10/2017,Prestaciones de servicios en España,705,0.0,27.06,Gabrielle Davis,0.0,27.06,700
88,01/10/2017,Prestaciones de servicios en España,705,0.0,85.38,Gabrielle Davis,0.0,85.38,700
89,01/10/2017,Prestaciones de servicios en España,705,0.0,20.0,Gabrielle Davis,0.0,20.0,700
90,01/10/2017,Prestaciones de servicios en España,705,0.0,56.88,Gabrielle Davis,0.0,56.88,700
91,01/10/2017,Prestaciones de servicios en España,705,0.0,42.48,Gabrielle Davis,0.0,42.48,700
92,01/10/2017,Prestaciones de servicios en España,705,0.0,36.96,Gabrielle Davis,0.0,36.96,700
93,01/10/2017,Prestaciones de servicios en España,705,0.0,64.56,Gabrielle Davis,0.0,64.56,700
94,01/10/2017,Prestaciones de servicios en España,705,0.0,60.9,Gabrielle Davis,0.0,60.9,700
95,01/10/2017,Prestaciones de servicios en España,705,0.0,21.12,Gabrielle Davis,0.0,21.12,700
96,01/10/2017,Prestaciones de servicios en España,705,0.0,20.0,Gabrielle Davis,0.0,20.0,700
97,01/10/2017,Prestaciones de servicios en España,705,0.0,20.0,Gabrielle Davis,0.0,20.0,700
98,01/10/2017,Prestaciones de servicios en España,705,0.0,49.02,Gabrielle Davis,0.0,49.02,700
99,01/10/2017,Prestaciones de servicios en España,705,0.0,20.0,Gabrielle Davis,0.0,20.0,700
100,01/10/2017,Clientes (euros),430,3200.76,0.0,Ryan Munoz,0.0,0.0,400
101,01/10/2017,Hacienda Pública. IVA repercutido,477,0.0,555.5,Ryan Munoz,0.0,0.0,400
102,01/10/2017,Prestaciones de servicios en España,705,0.0,97.0,Ryan Munoz,0.0,97.0,700
103,01/10/2017,Prestaciones de servicios en España,705,0.0,65.0,Ryan Munoz,0.0,65.0,700
104,01/10/2017,Prestaciones de servicios en España,705,0.0,1662.0,Ryan Munoz,0.0,1662.0,700
105,01/10/2017,Prestaciones de servicios en España,705,0.0,21.26,Ryan Munoz,0.0,21.26,700
106,01/10/2017,Prestaciones de servicios en España,705,0.0,20.0,Ryan Munoz,0.0,20.0,700
107,01/10/2017,Prestaciones de servicios en España,705,0.0,25.0,Ryan Munoz,0.0,25.0,700
108,01/10/2017,Prestaciones de servicios en España,705,0.0,149.0,Ryan Munoz,0.0,149.0,700
109,01/10/2017,Prestaciones de servicios en España,705,0.0,25.0,Ryan Munoz,0.0,25.0,700
110,01/10/2017,Prestaciones de servicios en España,705,0.0,25.0,Ryan Munoz,0.0,25.0,700
111,01/10/2017,Prestaciones de servicios en España,705,0.0,53.0,Ryan Munoz,0.0,53.0,700
112,01/10/2017,Prestaciones de servicios en España,705,0.0,33.0,Ryan Munoz,0.0,33.0,700
113,01/10/2017,Prestaciones de servicios en España,705,0.0,25.0,Ryan Munoz,0.0,25.0,700
114,01/10/2017,Prestaciones de servicios en España,705,0.0,50.0,Ryan Munoz,0.0,50.0,700
115,01/10/2017,Prestaciones de servicios en España,705,0.0,105.0,Ryan Munoz,0.0,105.0,700
116,01/10/2017,Prestaciones de servicios en España,705,0.0,290.0,Ryan Munoz,0.0,290.0,700
117,01/10/2017,Clientes (euros),430,37.0,0.0,Monica Herrera,0.0,0.0,400
118,01/10/2017,Prestaciones de servicios extracomunitarias,705,0.0,37.0,Monica Herrera,0.0,37.0,700
119,03/10/2017,Cash,570,0.0,30.0,Jamie Arnold,0.0,0.0,500
120,03/10/2017,Proveedores (euros),400,30.0,0.0,Jamie Arnold,0.0,0.0,400
121,03/10/2017,Proveedores (euros),400,0.0,30.0,Jamie Arnold,0.0,0.0,400
122,03/10/2017,Hacienda Pública. IVA soportado,472,5.21,0.0,Jamie Arnold,0.0,0.0,400
123,03/10/2017,Otros servicios,629,24.79,0.0,Jamie Arnold,24.79,0.0,600
124,03/10/2017,Cash,570,0.0,34.65,Jamie Arnold,0.0,0.0,500
125,03/10/2017,Proveedores (euros),400,34.65,0.0,Jamie Arnold,0.0,0.0,400
126,03/10/2017,Proveedores (euros),400,0.0,34.65,Jamie Arnold,0.0,0.0,400
127,03/10/2017,Hacienda Pública. IVA soportado,472,6.01,0.0,Jamie Arnold,0.0,0.0,400
128,03/10/2017,Otros servicios,629,28.64,0.0,Jamie Arnold,28.64,0.0,600
129,03/10/2017,Cash,570,0.0,39.97,Jamie Arnold,0.0,0.0,500
130,03/10/2017,Proveedores (euros),400,39.97,0.0,Jamie Arnold,0.0,0.0,400
131,03/10/2017,Proveedores (euros),400,0.0,39.97,Jamie Arnold,0.0,0.0,400
132,03/10/2017,Hacienda Pública. IVA soportado,472,6.94,0.0,Jamie Arnold,0.0,0.0,400
133,03/10/2017,Otros servicios,629,33.03,0.0,Jamie Arnold,33.03,0.0,600
134,04/10/2017,Cash,570,0.0,21.97,Lisa Hensley,0.0,0.0,500
135,04/10/2017,Acreedores por prestaciones de servicios (euros),410,21.97,0.0,Lisa Hensley,0.0,0.0,400
136,04/10/2017,Acreedores por prestaciones de servicios (euros),410,0.0,21.97,Lisa Hensley,0.0,0.0,400
137,04/10/2017,"Hacienda Pública, acreedora por retenciones practicadas",475,0.0,3.11,Lisa Hensley,0.0,0.0,400
138,04/10/2017,Hacienda Pública. IVA soportado,472,4.3500000000000005,0.0,Lisa Hensley,0.0,0.0,400
139,04/10/2017,Reservas voluntarias,113,20.73,0.0,Lisa Hensley,0.0,0.0,100
140,04/10/2017,Clientes (euros),430,760.0,0.0,Michele Williams,0.0,0.0,400
141,04/10/2017,Hacienda Pública. IVA repercutido,477,0.0,131.9,Michele Williams,0.0,0.0,400
142,04/10/2017,Prestaciones de servicios en España,705,0.0,628.1,Michele Williams,0.0,628.1,700
143,04/10/2017,Clientes (euros),430,1321.32,0.0,Dylan Miller,0.0,0.0,400
144,04/10/2017,Hacienda Pública. IVA repercutido,477,0.0,229.32,Dylan Miller,0.0,0.0,400
145,04/10/2017,Prestaciones de servicios en España,705,0.0,142.0,Dylan Miller,0.0,142.0,700
146,04/10/2017,Prestaciones de servicios en España,705,0.0,950.0,Dylan Miller,0.0,950.0,700
147,05/10/2017,Cash,570,0.0,209.08,Lisa Hensley,0.0,0.0,500
148,05/10/2017,Acreedores por prestaciones de servicios (euros),410,209.08,0.0,Lisa Hensley,0.0,0.0,400
149,05/10/2017,Acreedores por prestaciones de servicios (euros),410,0.0,209.08,Lisa Hensley,0.0,0.0,400
150,05/10/2017,"Hacienda Pública, acreedora por retenciones practicadas",475,0.0,21.55,Lisa Hensley,0.0,0.0,400
151,05/10/2017,Hacienda Pública. IVA soportado,472,30.17,0.0,Lisa Hensley,0.0,0.0,400
152,05/10/2017,Reservas voluntarias,113,56.8,0.0,Lisa Hensley,0.0,0.0,100
153,05/10/2017,Reservas voluntarias,113,143.66,0.0,Lisa Hensley,0.0,0.0,100
154,06/10/2017,Cash,570,0.0,16.94,Brian Ramirez,0.0,0.0,500
155,06/10/2017,Proveedores (euros),400,16.94,0.0,Brian Ramirez,0.0,0.0,400
156,06/10/2017,Proveedores (euros),400,0.0,16.94,Brian Ramirez,0.0,0.0,400
157,06/10/2017,Hacienda Pública. IVA soportado,472,2.94,0.0,Brian Ramirez,0.0,0.0,400
158,06/10/2017,Otros servicios,629,14.0,0.0,Brian Ramirez,14.0,0.0,600
159,06/10/2017,Cash,570,0.0,1.85,Cristian Santos,0.0,0.0,500
160,06/10/2017,BBVA,572,1.85,0.0,Cristian Santos,0.0,0.0,500
161,10/10/2017,Acreedores por prestaciones de servicios (euros),410,0.0,769.9,Holly Wood,0.0,0.0,400
162,10/10/2017,Hacienda Pública. IVA soportado,472,133.62,0.0,Holly Wood,0.0,0.0,400
163,10/10/2017,Servicios de profesionales independientes,623,636.28,0.0,Holly Wood,636.28,0.0,600
164,10/10/2017,Proveedores (euros),400,0.0,16.900000000000002,Derek Zuniga,0.0,0.0,400
165,10/10/2017,Hacienda Pública. IVA soportado,472,2.93,0.0,Derek Zuniga,0.0,0.0,400
166,10/10/2017,Otros servicios,629,13.97,0.0,Derek Zuniga,13.97,0.0,600
167,11/10/2017,BBVA,572,40.0,0.0,Lisa Jackson,0.0,0.0,500
168,11/10/2017,Clientes (euros),430,0.0,40.0,Lisa Jackson,0.0,0.0,400
169,12/10/2017,BBVA,572,375.1,0.0,Connie Lawrence,0.0,0.0,500
170,12/10/2017,Clientes (euros),430,0.0,375.1,Connie Lawrence,0.0,0.0,400
171,12/10/2017,BBVA,572,760.0,0.0,Michele Williams,0.0,0.0,500
172,12/10/2017,Clientes (euros),430,0.0,760.0,Michele Williams,0.0,0.0,400
173,16/10/2017,Proveedores (euros),400,0.0,47.96,Carla Gray,0.0,0.0,400
174,16/10/2017,Hacienda Pública. IVA soportado,472,8.32,0.0,Carla Gray,0.0,0.0,400
175,16/10/2017,Otros servicios,629,39.64,0.0,Carla Gray,39.64,0.0,600
176,16/10/2017,Clientes (euros),430,40.0,0.0,Lisa Jackson,0.0,0.0,400
177,16/10/2017,Hacienda Pública. IVA repercutido,477,0.0,6.94,Lisa Jackson,0.0,0.0,400
178,16/10/2017,Prestaciones de servicios en España,705,0.0,33.06,Lisa Jackson,0.0,33.06,700
179,17/10/2017,BBVA,572,30.0,0.0,Margaret Hawkins DDS,0.0,0.0,500
180,17/10/2017,Clientes (euros),430,0.0,30.0,Margaret Hawkins DDS,0.0,0.0,400
181,17/10/2017,Clientes (euros),430,30.0,0.0,Margaret Hawkins DDS,0.0,0.0,400
182,17/10/2017,Hacienda Pública. IVA repercutido,477,0.0,5.21,Margaret Hawkins DDS,0.0,0.0,400
183,17/10/2017,Prestaciones de servicios en España,705,0.0,24.79,Margaret Hawkins DDS,0.0,24.79,700
184,17/10/2017,Clientes (euros),430,116.5,0.0,Patty Perez,0.0,0.0,400
185,17/10/2017,Prestaciones de servicios Intracomunitarias,705,0.0,116.5,Patty Perez,0.0,116.5,700
186,17/10/2017,Clientes (euros),430,163.35,0.0,Ethan Adams,0.0,0.0,400
187,17/10/2017,Hacienda Pública. IVA repercutido,477,0.0,28.35,Ethan Adams,0.0,0.0,400
188,17/10/2017,Prestaciones de servicios en España,705,0.0,35.0,Ethan Adams,0.0,35.0,700
189,17/10/2017,Prestaciones de servicios en España,705,0.0,35.0,Ethan Adams,0.0,35.0,700
190,17/10/2017,Prestaciones de servicios en España,705,0.0,65.0,Ethan Adams,0.0,65.0,700
191,18/10/2017,BBVA,572,1321.32,0.0,Dylan Miller,0.0,0.0,500
192,18/10/2017,Clientes (euros),430,0.0,1321.32,Dylan Miller,0.0,0.0,400
193,18/10/2017,Cash,570,163.35,0.0,Ethan Adams,0.0,0.0,500
194,18/10/2017,Clientes (euros),430,0.0,163.35,Ethan Adams,0.0,0.0,400
195,19/10/2017,Cash,570,116.5,0.0,Patty Perez,0.0,0.0,500
196,19/10/2017,Clientes (euros),430,0.0,116.5,Patty Perez,0.0,0.0,400
197,20/10/2017,BBVA,572,0.0,636.28,Holly Wood,0.0,0.0,500
198,20/10/2017,Acreedores por prestaciones de servicios (euros),410,636.28,0.0,Holly Wood,0.0,0.0,400
199,20/10/2017,BBVA,572,0.0,30.72,Tommy Walter,0.0,0.0,500
200,20/10/2017,"Hacienda Pública, acreedora por retenciones practicadas",475,30.72,0.0,Tommy Walter,0.0,0.0,400
201,20/10/2017,BBVA,572,0.0,22.09,Tommy Walter,0.0,0.0,500
202,20/10/2017,"Hacienda Pública, acreedora por IVA",475,22.09,0.0,Tommy Walter,0.0,0.0,400
203,20/10/2017,BBVA,572,45.0,0.0,Margaret Hawkins DDS,0.0,0.0,500
204,20/10/2017,Clientes (euros),430,0.0,45.0,Margaret Hawkins DDS,0.0,0.0,400
205,20/10/2017,Clientes (euros),430,45.0,0.0,Margaret Hawkins DDS,0.0,0.0,400
206,20/10/2017,Hacienda Pública. IVA repercutido,477,0.0,7.81,Margaret Hawkins DDS,0.0,0.0,400
207,20/10/2017,Prestaciones de servicios en España,705,0.0,37.19,Margaret Hawkins DDS,0.0,37.19,700
208,23/10/2017,Cash,570,60.5,0.0,Matthew Foster,0.0,0.0,500
209,23/10/2017,Clientes (euros),430,0.0,60.5,Matthew Foster,0.0,0.0,400
210,23/10/2017,Cash,570,24.2,0.0,Ethan Adams,0.0,0.0,500
211,23/10/2017,Clientes (euros),430,0.0,24.2,Ethan Adams,0.0,0.0,400
212,23/10/2017,Clientes (euros),430,70.0,0.0,Michele Williams,0.0,0.0,400
213,23/10/2017,Hacienda Pública. IVA repercutido,477,0.0,12.15,Michele Williams,0.0,0.0,400
214,23/10/2017,Prestaciones de servicios en España,705,0.0,57.85,Michele Williams,0.0,57.85,700
215,23/10/2017,Clientes (euros),430,60.5,0.0,Matthew Foster,0.0,0.0,400
216,23/10/2017,Hacienda Pública. IVA repercutido,477,0.0,10.5,Matthew Foster,0.0,0.0,400
217,23/10/2017,Prestaciones de servicios en España,705,0.0,50.0,Matthew Foster,0.0,50.0,700
218,23/10/2017,Clientes (euros),430,24.2,0.0,Ethan Adams,0.0,0.0,400
219,23/10/2017,Hacienda Pública. IVA repercutido,477,0.0,4.2,Ethan Adams,0.0,0.0,400
220,23/10/2017,Prestaciones de servicios en España,705,0.0,20.0,Ethan Adams,0.0,20.0,700
221,23/10/2017,Cash,570,35.0,0.0,Margaret Hawkins DDS,0.0,0.0,500
222,23/10/2017,Clientes (euros),430,0.0,35.0,Margaret Hawkins DDS,0.0,0.0,400
223,23/10/2017,Clientes (euros),430,70.0,0.0,Margaret Hawkins DDS,0.0,0.0,400
224,23/10/2017,Hacienda Pública. IVA repercutido,477,0.0,12.15,Margaret Hawkins DDS,0.0,0.0,400
225,23/10/2017,Prestaciones de servicios en España,705,0.0,57.85,Margaret Hawkins DDS,0.0,57.85,700
226,24/10/2017,Clientes (euros),430,90.0,0.0,Patty Perez,0.0,0.0,400
227,24/10/2017,Prestaciones de servicios Intracomunitarias,705,0.0,90.0,Patty Perez,0.0,90.0,700
228,26/10/2017,Cash,570,0.0,15.51,Judy Baker,0.0,0.0,500
229,26/10/2017,Acreedores por prestaciones de servicios (euros),410,15.51,0.0,Judy Baker,0.0,0.0,400
230,26/10/2017,Acreedores por prestaciones de servicios (euros),410,0.0,15.51,Judy Baker,0.0,0.0,400
231,26/10/2017,Hacienda Pública. IVA soportado,472,2.69,0.0,Judy Baker,0.0,0.0,400
232,26/10/2017,Transportes,624,12.82,0.0,Judy Baker,12.82,0.0,600
233,26/10/2017,BBVA,572,383.0,0.0,Justin Baker,0.0,0.0,500
234,26/10/2017,Clientes (euros),430,0.0,383.0,Justin Baker,0.0,0.0,400
235,26/10/2017,Clientes (euros),430,766.0,0.0,Justin Baker,0.0,0.0,400
236,26/10/2017,Hacienda Pública. IVA repercutido,477,0.0,132.94,Justin Baker,0.0,0.0,400
237,26/10/2017,Prestaciones de servicios en España,705,0.0,633.0600000000001,Justin Baker,0.0,633.0600000000001,700
238,26/10/2017,Clientes (euros),430,35.0,0.0,Lisa Jackson,0.0,0.0,400
239,26/10/2017,Hacienda Pública. IVA repercutido,477,0.0,6.07,Lisa Jackson,0.0,0.0,400
240,26/10/2017,Prestaciones de servicios en España,705,0.0,28.93,Lisa Jackson,0.0,28.93,700
241,26/10/2017,BBVA,572,70.0,0.0,Michele Williams,0.0,0.0,500
242,26/10/2017,Clientes (euros),430,0.0,70.0,Michele Williams,0.0,0.0,400
243,27/10/2017,Acreedores por prestaciones de servicios (euros),410,0.0,108.9,Stephanie Ross,0.0,0.0,400
244,27/10/2017,Hacienda Pública. IVA soportado,472,18.9,0.0,Stephanie Ross,0.0,0.0,400
245,27/10/2017,Servicios de profesionales independientes,623,90.0,0.0,Stephanie Ross,90.0,0.0,600
246,27/10/2017,Acreedores por prestaciones de servicios (euros),410,0.0,24.2,Stephanie Ross,0.0,0.0,400
247,27/10/2017,Hacienda Pública. IVA soportado,472,4.2,0.0,Stephanie Ross,0.0,0.0,400
248,27/10/2017,Servicios de profesionales independientes,623,20.0,0.0,Stephanie Ross,20.0,0.0,600
249,27/10/2017,BBVA,572,35.0,0.0,Lisa Jackson,0.0,0.0,500
250,27/10/2017,Clientes (euros),430,0.0,35.0,Lisa Jackson,0.0,0.0,400
251,27/10/2017,Cash,570,35.0,0.0,Margaret Hawkins DDS,0.0,0.0,500
252,27/10/2017,Clientes (euros),430,0.0,35.0,Margaret Hawkins DDS,0.0,0.0,400
253,27/10/2017,BBVA,572,37.0,0.0,Monica Herrera,0.0,0.0,500
254,27/10/2017,Clientes (euros),430,0.0,37.0,Monica Herrera,0.0,0.0,400
255,27/10/2017,BBVA,572,5473.0,0.0,Abigail Shaffer,0.0,0.0,500
256,27/10/2017,Clientes (euros),430,0.0,5473.0,Abigail Shaffer,0.0,0.0,400
257,30/10/2017,Acreedores por prestaciones de servicios (euros),410,0.0,47.7,Zachary Hicks,0.0,0.0,400
258,30/10/2017,"Hacienda Pública, acreedora por retenciones practicadas",475,0.0,6.75,Zachary Hicks,0.0,0.0,400
259,30/10/2017,Hacienda Pública. IVA soportado,472,9.45,0.0,Zachary Hicks,0.0,0.0,400
260,30/10/2017,Servicios de profesionales independientes,623,45.0,0.0,Zachary Hicks,45.0,0.0,600
261,31/10/2017,Acreedores por prestaciones de servicios (moneda extranjera),410,0.0,812.4200000000001,Anthony Rodriguez,0.0,0.0,400
262,31/10/2017,Hacienda Pública. IVA repercutido,477,0.0,170.6,Anthony Rodriguez,0.0,0.0,400
263,31/10/2017,Hacienda Pública. IVA soportado,472,170.6,0.0,Anthony Rodriguez,0.0,0.0,400
264,31/10/2017,Servicios de profesionales independientes,623,812.42,0.0,Anthony Rodriguez,812.42,0.0,600
265,31/10/2017,Proveedores (euros),400,0.0,2.7100000000000004,Rebecca Henderson,0.0,0.0,400
266,31/10/2017,Hacienda Pública. IVA soportado,472,0.47,0.0,Rebecca Henderson,0.0,0.0,400
267,31/10/2017,Otros servicios,629,2.24,0.0,Rebecca Henderson,2.24,0.0,600
268,31/10/2017,Acreedores por prestaciones de servicios (euros),410,0.0,1228.06,James Ferrell,0.0,0.0,400
269,31/10/2017,"Hacienda Pública, acreedora por retenciones practicadas",475,0.0,173.78,James Ferrell,0.0,0.0,400
270,31/10/2017,Hacienda Pública. IVA soportado,472,243.29,0.0,James Ferrell,0.0,0.0,400
271,31/10/2017,Servicios de profesionales independientes,623,1158.55,0.0,James Ferrell,1158.55,0.0,600
